# gname               ra          dec         era       edec      l         b          el                      eb                      Speak   eSpeak   Sint   eSint   RMS       SNR   Yf     Reff   Npix   Simb_class       GD_name           
  G020.2985-00.5531   277.52363   -11.48107   3.87E-5   3.87E-5   20.29852  -0.55313   3.8595244859025734E-5   3.845292736639928E-5    0.0     0.0      0.0    0.0     5.58E-5   5.1   1.33   0.6    19     none             NULL              
  G020.3005-01.0255   277.95203   -11.69785   3.95E-5   3.95E-5   20.30052  -1.02547   3.924984333921682E-5    3.870733757856709E-5    0.0     0.0      0.0    0.0     1.29E-4   5.0   0.8    0.5    12     none             NULL              
  G020.3023-00.7392   277.69373   -11.5639    3.64E-5   3.64E-5   20.30229  -0.73921   3.612952255202088E-5    3.543274883001533E-5    0.0     0.0      0.0    0.0     5.33E-5   5.5   1.34   0.6    20     none             NULL              
  G020.3035-00.4606   277.44233   -11.43382   3.94E-5   3.94E-5   20.30346  -0.46062   3.9454187220969744E-5   3.8817401307981926E-5   0.0     0.0      0.0    0.0     5.9E-5    5.0   1.37   0.6    19     none             NULL              
  G020.3058+00.5673   276.51579   -10.95376   3.86E-5   3.86E-5   20.30581  0.56727    3.87610505157859E-5     3.807334903890817E-5    0.0     0.0      0.0    0.0     6.83E-5   5.2   1.23   0.6    17     none             G020.306+00.567   
  G020.3095+01.0018   276.12633   -10.74763   3.26E-5   3.26E-5   20.30949  1.00176    3.285304064274351E-5    3.199893761312322E-5    0.0     0.0      0.0    0.0     9.51E-5   6.1   1.19   0.6    20     none             G020.309+01.001*  
  G020.3110+00.2775   276.77949   -11.08422   3.88E-5   3.88E-5   20.311    0.27746    3.876358484052684E-5    3.860499391329594E-5    0.0     0.0      0.0    0.0     7.53E-5   5.1   1.27   0.6    18     none             NULL              
  G020.3139-00.7754   277.73197   -11.57036   3.85E-5   3.85E-5   20.3139   -0.77541   3.877639502104262E-5    3.7805013943013236E-5   0.0     0.0      0.0    0.0     5.33E-5   5.2   1.72   0.7    25     none             NULL              
  G020.3209+00.3997   276.67399   -11.01857   3.97E-5   3.97E-5   20.32086  0.39966    3.955686407547247E-5    3.91448459491549E-5     0.0     0.0      0.0    0.0     6.9E-5    5.0   1.2    0.6    16     none             NULL              
  G020.3232+00.6268   276.47048   -10.91061   3.9E-5    3.9E-5    20.32323  0.62675    3.862521365968249E-5    3.832014217355695E-5    0.0     0.0      0.0    0.0     6.65E-5   5.1   1.24   0.6    17     none             NULL              
  G020.3236+00.9917   276.14212   -10.7399    3.54E-5   3.54E-5   20.32357  0.99165    3.5603209908071906E-5   3.5278069194745606E-5   0.0     0.0      0.0    0.0     8.56E-5   5.6   1.11   0.6    17     none             NULL              
  G020.3254+00.7007   276.40491   -10.87424   3.09E-5   3.09E-5   20.32535  0.70066    3.097137778614068E-5    3.071356989457393E-5    0.0     0.0      0.0    0.0     6.92E-5   6.5   1.08   0.6    19     none             G020.325+00.701   
  G020.3377-00.6776   277.6547    -11.50399   3.88E-5   3.88E-5   20.3377   -0.67758   3.897889277006327E-5    3.849939781810485E-5    0.0     0.0      0.0    0.0     5.01E-5   5.1   1.19   0.6    16     none             NULL              
  G020.3428+00.6686   276.44211   -10.87377   3.82E-5   3.82E-5   20.34282  0.66857    3.817359022515161E-5    3.743476464584217E-5    0.0     0.0      0.0    0.0     6.97E-5   5.2   1.11   0.5    15     none             NULL              
  G020.3450-01.0262   277.97368   -11.65869   3.48E-5   3.48E-5   20.34505  -1.02619   3.50497189923654E-5     3.470703743208416E-5    0.0     0.0      0.0    0.0     1.4E-4    5.7   0.87   0.6    16     none             NULL              
  G020.3554-00.2203   277.24972   -11.2763    3.93E-5   3.93E-5   20.3554   -0.22026   3.903213255660343E-5    3.875407279395225E-5    0.0     0.0      0.0    0.0     5.53E-5   5.1   1.53   0.6    21     none             NULL              
  G020.3558-00.2165   277.24646   -11.27422   3.92E-5   3.92E-5   20.35576  -0.21647   3.9176356802931173E-5   3.906476820274358E-5    0.0     0.0      0.0    0.0     5.65E-5   5.1   1.24   0.6    17     none             NULL              
  G020.3559-00.6116   277.60361   -11.45735   3.76E-5   3.76E-5   20.35586  -0.61161   3.723347240527828E-5    3.6765969386489575E-5   0.0     0.0      0.0    0.0     5.46E-5   5.3   1.22   0.6    18     none             NULL              
  G020.3633-00.0125   277.06588   -11.17279   3.83E-5   3.83E-5   20.36331  -0.01249   3.8170520523906234E-5   3.79581750982922E-5     0.0     0.0      0.0    0.0     1.24E-4   5.2   1.7    0.7    24     none             G020.363-00.013   
  G020.3639-00.0128   277.06641   -11.17244   3.04E-5   3.04E-5   20.36387  -0.01279   3.039813409230189E-5    2.9960116234753655E-5   0.0     0.0      0.0    0.0     1.25E-4   6.6   1.79   0.8    33     none             G020.363-00.013   
  G020.3640-00.0138   277.06736   -11.17273   2.85E-5   2.85E-5   20.36405  -0.01375   2.8240648405424988E-5   2.7878773319637235E-5   0.0     0.0      0.0    0.0     1.21E-4   7.0   1.5    0.8    31     none             G020.363-00.013   
  G020.3685+00.5208   276.58745   -10.92003   3.94E-5   3.94E-5   20.36846  0.52075    3.9612771314044555E-5   3.846658876825613E-5    0.0     0.0      0.0    0.0     6.38E-5   5.0   1.14   0.5    15     none             NULL              
  G020.3731+00.7612   276.37312   -10.80375   3.49E-5   3.49E-5   20.37313  0.76118    3.489121083011671E-5    3.441629410434301E-5    0.0     0.0      0.0    0.0     6.46E-5   5.7   1.13   0.6    17     none             NULL              
  G020.3735+00.9110   276.2385    -10.73346   3.68E-5   3.68E-5   20.37352  0.91096    3.66499577807004E-5     3.6241250163009185E-5   0.0     0.0      0.0    0.0     8.73E-5   5.4   1.27   0.6    19     none             NULL              
  G020.3760-00.8916   277.86638   -11.56905   3.67E-5   3.67E-5   20.37598  -0.89156   3.648337907261819E-5    3.617480795099389E-5    0.0     0.0      0.0    0.0     5.21E-5   5.4   1.08   0.6    16     none             NULL              
  G020.3803-00.8249   277.80814   -11.53438   3.87E-5   3.87E-5   20.38033  -0.82493   3.877451793247955E-5    3.8249379528385044E-5   0.0     0.0      0.0    0.0     5.88E-5   5.1   1.21   0.6    17     none             NULL              
  G020.3846+00.1600   276.9203    -11.07377   3.94E-5   3.94E-5   20.38456  0.16001    3.873781736524084E-5    3.877422213037325E-5    0.0     0.0      0.0    0.0     7.75E-5   5.1   1.22   0.6    17     none             G020.384+00.160   
  G020.3906-00.0752   277.13536   -11.17779   3.69E-5   3.69E-5   20.39056  -0.07517   3.7153544382558646E-5   3.6525866571688044E-5   0.0     0.0      0.0    0.0     6.36E-5   5.4   1.01   0.5    15     none             NULL              
  G020.3917+00.0587   277.0151    -11.11458   3.78E-5   3.78E-5   20.39169  0.05868    3.719503722570506E-5    3.723986397477013E-5    0.0     0.0      0.0    0.0     6.8E-5    5.3   1.08   0.5    15     none             NULL              
  G020.3923+00.4346   276.67643   -10.93913   3.43E-5   3.43E-5   20.39227  0.43456    3.4417113733556447E-5   3.364752664232571E-5    0.0     0.0      0.0    0.0     7.32E-5   5.8   1.06   0.6    17     none             NULL              
  G020.4028+00.0945   276.98804   -11.08813   3.95E-5   3.95E-5   20.40276  0.09448    3.983526944392555E-5    3.8680972576705046E-5   0.0     0.0      0.0    0.0     7.14E-5   5.0   1.5    0.6    21     none             NULL              
  G020.4189+01.0265   276.15616   -10.63932   3.63E-5   3.63E-5   20.41895  1.02648    3.6299214623966134E-5   3.5780255328236025E-5   0.0     0.0      0.0    0.0     1.32E-4   5.5   0.96   0.5    15     none             NULL              
  G020.4346+00.2487   276.86404   -10.98822   3.96E-5   3.96E-5   20.43459  0.2487     3.9276095243408044E-5   3.920919315163488E-5    0.0     0.0      0.0    0.0     6.61E-5   5.0   1.11   0.5    15     none             NULL              
  G020.4463+00.5909   276.56116   -10.81846   3.24E-5   3.24E-5   20.44629  0.59095    3.2398509115653814E-5   3.1782712518277284E-5   0.0     0.0      0.0    0.0     6.59E-5   6.2   1.03   0.6    17     none             G020.446+00.591   
  G020.4472-00.6248   277.65865   -11.38252   3.73E-5   3.73E-5   20.44716  -0.62478   3.7628662504607434E-5   3.648610555413682E-5    0.0     0.0      0.0    0.0     5.25E-5   5.3   1.1    0.6    16     none             NULL              
  G020.4517+00.5391   276.61048   -10.83785   3.8E-5    3.8E-5    20.45171  0.53905    3.794320512482973E-5    3.717851858667773E-5    0.0     0.0      0.0    0.0     6.82E-5   5.2   1.19   0.6    17     none             NULL              
  G020.4522+00.0627   277.04007   -11.05915   3.55E-5   3.55E-5   20.45216  0.06275    3.503837279585596E-5    3.522523188032957E-5    0.0     0.0      0.0    0.0     9.51E-5   5.6   1.38   0.7    22     none             G020.453+00.063   
  G020.4527+00.0633   277.03986   -11.05839   3.94E-5   3.94E-5   20.45274  0.06329    3.929172182227444E-5    3.883457674946517E-5    0.0     0.0      0.0    0.0     9.45E-5   5.0   1.68   0.7    23     none             G020.453+00.063   
  G020.4540+00.0626   277.04106   -11.05762   3.9E-5    3.9E-5    20.45396  0.0626     3.8969341563266026E-5   3.8221011422116446E-5   0.0     0.0      0.0    0.0     9.39E-5   5.1   1.67   0.7    24     none             G020.453+00.063   
  G020.4564-00.1273   277.2136    -11.14366   3.84E-5   3.84E-5   20.45643  -0.1273    3.836176602032565E-5    3.821471416479695E-5    0.0     0.0      0.0    0.0     5.92E-5   5.2   1.28   0.6    18     none             NULL              
  G020.4581-01.0420   278.04131   -11.56578   3.68E-5   3.68E-5   20.45807  -1.04203   3.660398905835167E-5    3.6287964184011386E-5   0.0     0.0      0.0    0.0     2.11E-4   5.4   1.49   0.7    22     none             NULL              
  G020.4675+00.6784   276.49249   -10.75895   3.48E-5   3.48E-5   20.46747  0.67837    3.465646368746295E-5    3.4181389535900745E-5   0.0     0.0      0.0    0.0     1.54E-4   5.7   4.85   1.3    90     none             G020.468+00.679   
  G020.4682-00.7396   277.77236   -11.41702   2.9E-5    2.9E-5    20.46817  -0.73956   2.8878006001339545E-5   2.851304000994441E-5    0.0     0.0      0.0    0.0     5.7E-5    6.9   1.44   0.7    28     none             G020.468-00.740   
  G020.4686+00.6801   276.49145   -10.75717   2.86E-5   2.86E-5   20.46857  0.6801     2.8351577136724387E-5   2.806126388274096E-5    0.0     0.0      0.0    0.0     1.51E-4   7.0   3.17   1.2    68     none             G020.468+00.679   
  G020.4887-00.3796   277.45671   -11.2321    2.99E-5   2.99E-5   20.48873  -0.3796    2.9800966554004042E-5   2.9567221817398715E-5   0.0     0.0      0.0    0.0     6.23E-5   6.7   1.13   0.6    21     none             NULL              
  G020.4902+00.0618   277.05893   -11.02596   3.95E-5   3.95E-5   20.49015  0.06179    3.8845236083911214E-5   3.9348658761142604E-5   0.0     0.0      0.0    0.0     6.68E-5   5.0   1.3    0.6    18     none             NULL              
  G020.4913-00.7380   277.78188   -11.39578   3.89E-5   3.89E-5   20.49132  -0.73801   3.9139980410150036E-5   3.852212060834961E-5    0.0     0.0      0.0    0.0     5.02E-5   5.1   1.46   0.6    20     none             NULL              
  G020.4927-00.4314   277.50541   -11.25258   3.78E-5   3.78E-5   20.49273  -0.43142   3.7651707586920496E-5   3.731703097911269E-5    0.0     0.0      0.0    0.0     5.6E-5    5.3   1.25   0.6    18     none             NULL              
  G020.4954+00.0429   277.07845   -11.03013   2.86E-5   2.86E-5   20.49536  0.04288    2.839739895576065E-5    2.825503458482913E-5    0.0     0.0      0.0    0.0     6.37E-5   7.0   1.15   0.6    21     none             NULL              
  G020.4960-00.0327   277.14693   -11.06468   3.84E-5   3.84E-5   20.496    -0.03268   3.8174695559284016E-5   3.796254872946233E-5    0.0     0.0      0.0    0.0     6.98E-5   5.2   1.02   0.5    14     none             NULL              
  G020.5129+00.4930   276.68103   -10.80518   3.79E-5   3.79E-5   20.51291  0.49297    3.759547289059144E-5    3.737028092233628E-5    0.0     0.0      0.0    0.0     6.65E-5   5.3   1.18   0.6    17     YSO              NULL              
  G020.5150+00.4012   276.76469   -10.84605   3.83E-5   3.83E-5   20.51501  0.40122    3.79423689649647E-5     3.737140884045745E-5    0.0     0.0      0.0    0.0     6.29E-5   5.2   1.3    0.6    18     none             NULL              
  G020.5170+00.4771   276.69728   -10.80895   3.09E-5   3.09E-5   20.51701  0.47708    3.054861148608263E-5    3.039150555981414E-5    0.0     0.0      0.0    0.0     7.51E-5   6.4   1.74   0.8    32     none             G020.517+00.478   
  G020.5181+00.4774   276.69757   -10.80784   3.82E-5   3.82E-5   20.51812  0.47735    3.788477546075366E-5    3.725972811566427E-5    0.0     0.0      0.0    0.0     7.74E-5   5.2   1.49   0.7    22     none             G020.517+00.478   
  G020.5181+00.4785   276.69651   -10.80736   3.49E-5   3.49E-5   20.51807  0.4785     3.496777037950073E-5    3.3868318079418526E-5   0.0     0.0      0.0    0.0     7.83E-5   5.7   1.57   0.7    25     none             G020.517+00.478   
  G020.5283+00.6959   276.50559   -10.69694   3.96E-5   3.96E-5   20.52833  0.69591    3.924205121557168E-5    3.9207999408512036E-5   0.0     0.0      0.0    0.0     6.66E-5   5.0   1.57   0.7    22     none             NULL              
  G020.5348-00.2986   277.40532   -11.1537    3.97E-5   3.97E-5   20.53482  -0.29858   3.9902254087882724E-5   3.881382886710192E-5    0.0     0.0      0.0    0.0     5.75E-5   5.0   1.58   0.7    23     none             G020.535-00.298   
  G020.5349-00.2979   277.40475   -11.15336   3.68E-5   3.68E-5   20.53486  -0.29793   3.652227667587008E-5    3.631658789171996E-5    0.0     0.0      0.0    0.0     5.89E-5   5.4   1.08   0.6    16     none             G020.535-00.298   
  G020.5360+00.7927   276.42213   -10.64504   3.79E-5   3.79E-5   20.53598  0.79266    3.848278224873145E-5    3.707050717511373E-5    0.0     0.0      0.0    0.0     6.64E-5   5.2   1.16   0.6    16     none             NULL              
  G020.5386-00.5383   277.62366   -11.2614    3.96E-5   3.96E-5   20.53864  -0.53828   3.97591714348371E-5     3.9362083410546394E-5   0.0     0.0      0.0    0.0     5.64E-5   5.0   1.22   0.6    17     none             NULL              
  G020.5425-00.5330   277.62071   -11.25554   3.66E-5   3.66E-5   20.54249  -0.53301   3.680980938505808E-5    3.6300924804974484E-5   0.0     0.0      0.0    0.0     5.75E-5   5.4   1.25   0.6    18     none             NULL              
  G020.5472-01.0259   278.06867   -11.4793    3.55E-5   3.55E-5   20.54717  -1.02588   3.542809238160745E-5    3.482148400512211E-5    0.0     0.0      0.0    0.0     1.56E-4   5.6   0.84   0.5    15     none             NULL              
  G020.5485+00.0841   277.06639   -10.96395   3.9E-5    3.9E-5    20.54846  0.08412    3.872998052827256E-5    3.89174206696437E-5     0.0     0.0      0.0    0.0     6.56E-5   5.1   1.01   0.5    14     none             NULL              
  G020.5557+00.1287   277.02965   -10.93686   3.29E-5   3.29E-5   20.55568  0.12865    3.294911084525132E-5    3.274286493074342E-5    0.0     0.0      0.0    0.0     6.91E-5   6.1   1.05   0.6    17     Variable*        NULL              
  G020.5574+00.3491   276.8318    -10.83279   3.88E-5   3.88E-5   20.55743  0.34905    3.859044945915724E-5    3.8056250685961745E-5   0.0     0.0      0.0    0.0     6.12E-5   5.1   1.64   0.7    24     none             NULL              
  G020.5585-00.7672   277.83993   -11.34972   3.66E-5   3.66E-5   20.55848  -0.76715   3.648894347492142E-5    3.5547320013392715E-5   0.0     0.0      0.0    0.0     4.66E-5   5.4   1.55   0.7    24     none             NULL              
  G020.5590+00.9174   276.32086   -10.56646   3.57E-5   3.57E-5   20.55902  0.91737    3.5526223745617626E-5   3.502066991226635E-5    0.0     0.0      0.0    0.0     7.59E-5   5.6   1.19   0.6    19     none             NULL              
  G020.5633+00.3925   276.79545   -10.80742   3.32E-5   3.32E-5   20.56327  0.39246    3.336256616995286E-5    3.296620885263481E-5    0.0     0.0      0.0    0.0     6.59E-5   6.0   0.97   0.6    16     none             NULL              
