# gname               ra          dec         era       edec      l         b          el        eb        Class                Speak   eSpeak   Sint     eSint   RMS    SNR     Yf     Reff   Npix   Alpha    eAlpha  
  G023.7547-00.6703   279.24775   -8.46865    7.27E-6   7.27E-6   23.75467  -0.67029   7.24E-6   7.21E-6   EgC                  2.33    0.15     2.39     0.14    0.08   29.65   1.02   0.88   39     -0.21    0.16    
  G023.7576+00.1833   278.48334   -8.07327    7.36E-6   7.36E-6   23.75761  0.18326    7.37E-6   7.36E-6   EgC                  2.79    0.18     2.66     0.17    0.1    29.18   0.95   0.89   40     -0.52    0.11    
  G023.7710+00.9416   277.81049   -7.71128    2.64E-5   2.64E-5   23.77097  0.94157    2.66E-5   2.62E-5   EgC                  0.57    0.08     0.67     0.08    0.08   7.55    1.17   0.69   24     -0.81    0.79    
  G023.7785+00.6756   278.052     -7.82756    2.18E-5   2.18E-5   23.77846  0.67563    2.17E-5   2.18E-5   EgC                  0.64    0.08     0.78     0.08    0.07   9.19    1.22   0.76   29     -1.56    0.65    
  G023.7832-00.3047   278.93279   -8.27529    5.12E-6   5.12E-6   23.78316  -0.30468   5.12E-6   5.03E-6   EgC                  3.71    0.21     3.42     0.19    0.08   46.5    0.92   0.91   42     -0.66    0.08    
  G023.8151+00.8693   277.89572   -7.7056     9.98E-6   9.98E-6   23.81507  0.86931    9.92E-6   9.91E-6   EgC                  1.36    0.1      1.29     0.09    0.07   20.72   0.95   0.81   33     0.55     0.18    
  G023.8202-00.5437   279.16445   -8.3523     2.24E-5   2.24E-5   23.82016  -0.54365   2.26E-5   2.2E-5    EgC                  0.67    0.08     0.69     0.08    0.08   8.95    1.03   0.69   24     -0.73    0.56    
  G023.8213-00.5789   279.19661   -8.36748    3.13E-6   3.13E-6   23.8213   -0.57889   3.08E-6   3.09E-6   PN                   19.59   1.1      29.42    1.48    0.14   148.4   1.5    1.4    98     -0.66    0.04    
  G023.8218-00.4997   279.12574   -8.33061    8.62E-6   8.62E-6   23.82183  -0.49967   8.63E-6   8.6E-6    EgC                  1.92    0.13     1.93     0.13    0.08   24.36   1.0    0.87   38     -0.63    0.18    
  G023.8249-00.3625   279.00403   -8.26486    1.34E-5   1.34E-5   23.82485  -0.36248   1.33E-5   1.32E-5   EgC                  1.27    0.11     1.24     0.1     0.08   15.15   0.97   0.79   31     -0.35    0.16    
  G023.8249-00.3819   279.02143   -8.27374    1.82E-5   1.82E-5   23.82488  -0.38186   1.82E-5   1.8E-5    Radio-star           0.94    0.1      0.99     0.1     0.09   11.03   1.05   0.72   26     -0.48    0.16    
  G023.8334-00.2002   278.86242   -8.18264    2.73E-5   2.73E-5   23.83338  -0.20022   2.71E-5   2.72E-5   EgC                  0.56    0.08     0.85     0.09    0.08   7.3     1.51   0.79   31     -1.5     0.54    
  G023.8370-00.7305   279.33999   -8.42318    3.29E-6   3.29E-6   23.83697  -0.73046   3.27E-6   3.21E-6   EgC                  10.94   0.6      10.54    0.53    0.09   118.9   0.96   1.13   64     -1.17    0.04    
  G023.8515-00.2289   278.89651   -8.17976    2.64E-5   2.64E-5   23.85146  -0.22886   2.62E-5   2.58E-5   EgC                  0.54    0.08     0.55     0.08    0.08   7.55    1.02   0.63   20     -0.22    0.36    
  G023.8616-00.1249   278.808     -8.12296    1.87E-5   1.87E-5   23.86157  -0.12493   1.88E-5   1.86E-5   HII                  1.27    0.14     5.15     0.28    0.12   10.74   4.05   1.61   131    -1.16    0.27    
  G023.8625+00.0097   278.68774   -8.06019    1.21E-5   1.21E-5   23.86247  0.00967    1.21E-5   1.21E-5   EgC                  1.4     0.12     1.71     0.12    0.09   16.93   1.22   0.9    41     -1.53    0.2     
  G023.8627+00.3890   278.34793   -7.8851     1.11E-5   1.11E-5   23.86275  0.38901    1.09E-5   1.09E-5   EgC                  1.35    0.1      1.68     0.11    0.07   18.45   1.25   0.91   42     -1.16    0.31    
  G023.8701+01.0131   277.79279   -7.59033    2.48E-5   2.48E-5   23.87012  1.01306    2.47E-5   2.51E-5   Radio-star           1.18    0.16     1.29     0.16    0.15   8.06    1.09   0.69   24     -0.71    0.48    
  G023.8883+00.7924   277.9987    -7.67623    2.54E-5   2.54E-5   23.88829  0.79237    2.52E-5   2.51E-5   EgC                  0.59    0.08     0.72     0.08    0.08   7.87    1.22   0.72   26     -0.31    0.57    
  G023.8897-00.7380   279.37117   -8.3798     2.9E-6    2.9E-6    23.88967  -0.73796   2.88E-6   2.9E-6    PN                   46.85   2.53     70.4     3.52    0.15   315.7   1.5    1.61   131    -0.18    0.03    
  G023.8919+00.3749   278.37416   -7.86573    2.23E-5   2.23E-5   23.89191  0.3749     2.21E-5   2.22E-5   EgC                  0.68    0.09     0.69     0.09    0.08   8.96    1.02   0.66   22     -1.0     0.35    
  G023.8980+00.0640   278.65553   -8.00366    2.23E-5   2.23E-5   23.89796  0.06401    2.24E-5   2.21E-5   HII                  1.25    0.16     1.39     0.16    0.14   8.96    1.11   0.73   27     0.24     0.23    
  G023.8986+00.0646   278.65531   -8.00287    5.4E-6    5.4E-6    23.89856  0.06457    5.3E-6    5.36E-6   HII                  6.12    0.36     9.92     0.52    0.14   43.2    1.62   1.47   109    -0.89    0.09    
  G023.9029+00.5423   278.22932   -7.77877    5.58E-6   5.58E-6   23.90286  0.54233    5.49E-6   5.61E-6   EgC                  3.08    0.19     3.07     0.17    0.08   41.26   1.0    0.95   45     -0.5     0.16    
  G023.9041+00.4431   278.31877   -7.82346    5.52E-6   5.52E-6   23.90411  0.44308    5.51E-6   5.42E-6   EgC                  3.14    0.19     3.19     0.18    0.08   41.87   1.02   0.96   46     -0.69    0.16    
  G023.9084-00.9478   279.56837   -8.45941    1.15E-5   1.15E-5   23.90845  -0.94781   1.15E-5   1.13E-5   EgC                  1.3     0.1      1.5      0.11    0.08   17.77   1.15   0.87   38     -1.15    0.24    
  G023.9118+00.1732   278.56408   -7.94104    2.06E-5   2.06E-5   23.91181  0.17325    2.07E-5   2.03E-5   EgC                  0.89    0.1      0.94     0.1     0.09   9.74    1.06   0.73   27     -0.03    0.26    
  G023.9158-00.1744   278.87757   -8.09763    9.1E-6    9.1E-6    23.91576  -0.17441   9.07E-6   9.15E-6   EgC                  1.86    0.13     2.06     0.13    0.08   22.95   1.1    0.9    41     -1.3     0.16    
  G023.9371-00.4758   279.1578    -8.21729    1.36E-5   1.36E-5   23.93706  -0.47576   1.37E-5   1.35E-5   EgC                  1.13    0.1      1.1      0.09    0.08   14.96   0.98   0.77   30     -0.06    0.31    
  G023.9383+00.2605   278.49824   -7.87736    4.0E-6    4.0E-6    23.93827  0.26047    3.96E-6   3.95E-6   EgC                  6.21    0.36     5.93     0.31    0.09   70.1    0.96   0.99   49     -0.04    0.09    
  G023.9457-00.7081   279.37035   -8.31633    1.67E-5   1.67E-5   23.94569  -0.7081    1.69E-5   1.66E-5   EgC                  0.99    0.1      1.24     0.1     0.08   12.08   1.25   0.82   34     -1.78    0.37    
  G023.9499-00.7618   279.42049   -8.33727    2.08E-5   2.08E-5   23.94986  -0.76179   2.07E-5   2.08E-5   Radio-star           0.75    0.09     0.84     0.09    0.08   9.63    1.11   0.75   28     -0.8     0.49    
  G023.9520+00.3969   278.38238   -7.8023     1.29E-5   1.29E-5   23.95195  0.39692    1.29E-5   1.28E-5   EgC                  1.32    0.11     1.34     0.11    0.09   15.81   1.01   0.8    32     -1.57    0.3     
  G023.9529+00.2136   278.54709   -7.88597    7.08E-6   7.08E-6   23.95293  0.21356    7.05E-6   7.08E-6   EgC                  3.06    0.19     3.27     0.19    0.1    30.59   1.07   0.98   48     -1.31    0.16    
  G023.9560+00.1501   278.60537   -7.91249    2.51E-5   2.51E-5   23.95599  0.1501     2.49E-5   2.48E-5   HII                  5.83    0.84     7.75     0.86    0.77   7.94    1.33   0.77   30     -0.9     0.11    
  G023.9581+00.2122   278.55075   -7.88201    4.42E-6   4.42E-6   23.95812  0.21216    4.45E-6   4.4E-6    EgC                  6.32    0.36     6.38     0.34    0.11   58.42   1.01   1.06   56     -1.32    0.08    
  G023.9600+01.0544   277.79776   -7.49152    1.36E-5   1.36E-5   23.96003  1.05438    1.37E-5   1.36E-5   EgC                  5.4     0.46     5.04     0.44    0.36   14.95   0.93   0.79   31     0.4      1.08    
  G023.9669-00.4078   279.11068   -8.15951    3.48E-6   3.48E-6   23.96694  -0.40779   3.48E-6   3.5E-6    EgC                  9.11    0.5      9.23     0.47    0.09   98.35   1.01   1.09   60     -0.62    0.06    
  G023.9708-00.5689   279.25703   -8.2301     1.94E-5   1.94E-5   23.9708   -0.56888   1.93E-5   1.94E-5   Radio-star           0.74    0.08     0.77     0.08    0.07   10.31   1.04   0.73   27     -0.51    0.34    
  G023.9739+00.5678   278.23963   -7.70402    1.75E-5   1.75E-5   23.97389  0.56776    1.77E-5   1.74E-5   EgC                  0.8     0.08     0.8      0.08    0.07   11.48   1.0    0.72   26     -0.54    0.44    
  G023.9753-00.1522   278.88532   -8.03459    7.31E-6   7.31E-6   23.97526  -0.15222   7.31E-6   7.38E-6   EgC                  2.22    0.15     2.19     0.13    0.08   29.42   0.99   0.9    41     -0.18    0.15    
  G023.9766-00.1222   278.85899   -8.01959    1.86E-5   1.86E-5   23.97658  -0.12217   1.86E-5   1.85E-5   EgC                  0.95    0.1      0.95     0.1     0.09   10.79   1.0    0.71   25     -1.03    0.3     
  G023.9797+00.9509   277.89949   -7.5219     2.6E-5    2.6E-5    23.97971  0.9509     2.59E-5   2.56E-5   EgC                  0.63    0.09     0.64     0.09    0.08   7.68    1.01   0.65   21     -0.66    0.56    
  G023.9872+00.3636   278.42865   -7.78637    2.02E-5   2.02E-5   23.98723  0.36359    2.02E-5   2.01E-5   EgC                  0.97    0.11     1.36     0.12    0.1    9.93    1.4    0.87   38     -0.83    0.33    
  G023.9931+00.8717   277.97659   -7.54667    2.52E-5   2.52E-5   23.99307  0.87167    2.52E-5   2.5E-5    EgC                  0.55    0.08     0.56     0.08    0.07   7.93    1.0    0.65   21     -0.14    0.39    
  G023.9953+00.7972   278.04429   -7.57913    1.05E-5   1.05E-5   23.99529  0.79716    1.04E-5   1.04E-5   Radio-star           1.45    0.11     1.41     0.1     0.07   19.69   0.97   0.82   34     0.09     0.16    
  G024.0118+00.4319   278.37898   -7.73306    2.25E-5   2.25E-5   24.01184  0.43185    2.25E-5   2.21E-5   EgC                  0.68    0.09     0.65     0.09    0.08   8.87    0.96   0.65   21     -0.07    0.37    
  G024.0306-00.7561   279.45282   -8.26295    1.62E-5   1.62E-5   24.03057  -0.7561    1.61E-5   1.61E-5   EgC                  0.82    0.08     0.88     0.08    0.07   12.44   1.07   0.76   29     -0.64    0.52    
  G024.0397+01.0340   277.85312   -7.43029    3.63E-6   3.63E-6   24.03971  1.03402    3.61E-6   3.65E-6   EgC                  16.74   0.92     15.74    0.81    0.19   87.46   0.94   1.09   60     -0.02    0.05    
  G024.0518+00.0338   278.75413   -7.88098    2.0E-5    2.0E-5    24.05183  0.03383    2.01E-5   1.97E-5   EgC                  0.72    0.08     0.72     0.08    0.07   10.04   1.0    0.71   25     -0.48    0.29    
  G024.0584+00.4996   278.33997   -7.6605     1.99E-5   1.99E-5   24.05839  0.49962    1.98E-5   1.96E-5   EgC                  0.67    0.08     0.7      0.08    0.07   10.06   1.05   0.73   27     -0.09    0.51    
  G024.0654+00.3064   278.51627   -7.74332    1.25E-5   1.25E-5   24.06545  0.3064     1.24E-5   1.25E-5   EgC                  1.18    0.1      1.39     0.1     0.07   16.23   1.17   0.86   37     -1.4     0.28    
  G024.0808-00.4676   279.21715   -8.08586    2.13E-5   2.13E-5   24.08079  -0.46756   2.14E-5   2.11E-5   EgC                  0.61    0.07     0.62     0.07    0.07   9.41    1.02   0.71   25     -0.6     0.49    
  G024.0810-00.6553   279.38574   -8.17185    1.27E-5   1.27E-5   24.08104  -0.65531   1.26E-5   1.27E-5   EgC                  1.02    0.09     1.1      0.09    0.07   16.03   1.08   0.81   33     -0.71    0.25    
  G024.0855+00.9057   277.98925   -7.44901    1.55E-5   1.55E-5   24.08549  0.90566    1.54E-5   1.55E-5   Radio-star           0.84    0.08     0.82     0.08    0.06   13.0    0.98   0.73   27     -0.28    0.29    
  G024.0990+00.7235   278.15847   -7.52112    3.15E-6   3.15E-6   24.09902  0.72355    3.14E-6   3.12E-6   EgC                  9.94    0.54     9.56     0.48    0.07   143.8   0.96   1.1    61     -0.58    0.03    
  G024.1059-00.3901   279.15931   -8.02797    2.16E-5   2.16E-5   24.10589  -0.39009   2.16E-5   2.15E-5   EgC                  0.62    0.08     0.57     0.07    0.07   9.28    0.92   0.65   21     -0.18    0.34    
  G024.1075+00.9134   277.99259   -7.42596    1.64E-5   1.64E-5   24.10747  0.91337    1.65E-5   1.62E-5   Radio-star           0.82    0.08     0.87     0.08    0.07   12.29   1.07   0.79   31     -0.36    0.26    
  G024.1170-00.3684   279.14497   -8.00813    4.58E-6   4.58E-6   24.11699  -0.36837   4.54E-6   4.57E-6   EgC                  4.18    0.24     6.51     0.33    0.08   55.1    1.56   1.22   75     -1.21    0.06    
  G024.1187-00.3810   279.15704   -8.01242    4.34E-6   4.34E-6   24.11867  -0.38095   4.3E-6    4.33E-6   EgC                  4.22    0.24     4.09     0.22    0.07   60.31   0.97   1.01   51     -0.79    0.07    
  G024.1197+00.1262   278.70291   -7.77822    2.93E-6   2.93E-6   24.11968  0.12619    2.9E-6    2.92E-6   EgC                  19.32   1.06     22.52    1.13    0.08   259.5   1.17   1.35   91     -0.84    0.03    
  G024.1292-00.8645   279.59589   -8.22503    2.1E-5    2.1E-5    24.12924  -0.86452   2.05E-5   2.08E-5   EgC                  0.61    0.07     0.66     0.07    0.07   9.54    1.09   0.72   26     -0.55    0.37    
  G024.1305+01.0275   277.90123   -7.35283    3.35E-6   3.35E-6   24.13046  1.02752    3.38E-6   3.35E-6   EgC                  18.54   1.01     19.22    0.98    0.17   111.3   1.04   1.19   71     -1.15    0.16    
  G024.1324+00.4518   278.41722   -7.61691    1.14E-5   1.14E-5   24.13238  0.45179    1.14E-5   1.12E-5   EgC                  1.3     0.1      1.3      0.1     0.07   17.97   1.0    0.82   34     -0.17    0.25    
  G024.1367+00.9628   277.96203   -7.37719    2.67E-5   2.67E-5   24.13673  0.96279    2.65E-5   2.63E-5   EgC                  0.55    0.08     0.53     0.08    0.07   7.48    0.96   0.61   19     0.17     0.4     
  G024.1467+00.1742   278.67241   -7.73212    3.32E-6   3.32E-6   24.14668  0.17425    3.32E-6   3.31E-6   EgC                  9.26    0.51     10.24    0.52    0.08   114.6   1.11   1.25   78     -1.13    0.05    
  G024.1478-00.0091   278.83723   -7.81557    9.03E-6   9.03E-6   24.14779  -0.00915   9.07E-6   8.97E-6   HII                  1.49    0.1      1.44     0.1     0.07   23.13   0.97   0.85   36     0.22     0.26    
  G024.1487+00.1750   278.67269   -7.72996    1.4E-5    1.4E-5    24.14872  0.17499    1.39E-5   1.4E-5    EgC                  1.18    0.1      1.93     0.13    0.08   14.5    1.64   0.98   48     -1.75    0.26    
  G024.1524-00.1503   278.96585   -7.87642    2.17E-5   2.17E-5   24.15239  -0.15027   2.17E-5   2.14E-5   EgC                  0.57    0.07     0.6      0.07    0.06   9.22    1.04   0.71   25     1.22     0.24    
  G024.1551+00.1054   278.73802   -7.75633    1.15E-5   1.15E-5   24.15513  0.10539    1.15E-5   1.13E-5   Radio-star           1.23    0.1      1.28     0.09    0.07   17.86   1.04   0.86   37     -1.06    0.27    
  G024.1633+00.3421   278.52977   -7.64005    5.75E-6   5.75E-6   24.16327  0.34212    5.71E-6   5.77E-6   EgC                  2.85    0.17     3.97     0.21    0.07   39.62   1.4    1.09   60     -1.05    0.05    
  G024.1667+00.2515   278.61255   -7.6788     1.47E-5   1.47E-5   24.16668  0.25146    1.46E-5   1.45E-5   PN                   1.11    0.1      2.29     0.14    0.08   13.73   2.06   1.14   65     -0.45    0.15    
  G024.1667+00.2505   278.61339   -7.67921    2.12E-5   2.12E-5   24.1667   0.25053    2.12E-5   2.11E-5   PN                   0.78    0.09     1.06     0.1     0.08   9.43    1.37   0.8    32     -0.8     0.37    
  G024.1698+00.9528   277.98639   -7.35248    3.76E-6   3.76E-6   24.16981  0.95278    3.75E-6   3.75E-6   EgC                  5.23    0.3      5.07     0.26    0.07   80.33   0.97   1.03   53     1.2      0.11    
  G024.1734+00.7054   278.20937   -7.46352    2.8E-5    2.8E-5    24.17342  0.70537    2.81E-5   2.81E-5   EgC                  0.44    0.07     0.48     0.07    0.06   7.13    1.08   0.65   21     -0.85    0.39    
  G024.1758+00.9405   278.00015   -7.35286    1.88E-5   1.88E-5   24.17577  0.94049    1.88E-5   1.88E-5   EgC                  0.73    0.08     0.79     0.08    0.07   10.67   1.09   0.75   28     0.01     0.23    
  G024.1789+00.5633   278.33907   -7.52425    4.27E-6   4.27E-6   24.17887  0.56326    4.23E-6   4.22E-6   EgC                  10.47   0.6      15.37    0.79    0.17   62.15   1.47   1.36   93     -1.24    0.05    
  G024.1804+00.5650   278.33823   -7.52209    3.61E-6   3.61E-6   24.1804   0.56499    3.64E-6   3.59E-6   EgC                  16.23   0.93     34.06    1.71    0.19   88.46   2.1    1.72   149    -1.39    0.04    
  G024.1840+00.1201   278.73828   -7.72396    5.83E-6   5.83E-6   24.18398  0.12006    5.89E-6   5.82E-6   HII                  2.74    0.17     3.17     0.17    0.07   38.91   1.16   0.97   47     -0.87    0.07    
  G024.1872-00.0961   278.93341   -7.82062    6.81E-6   6.81E-6   24.18715  -0.09607   6.76E-6   6.85E-6   EgC                  2.09    0.13     2.28     0.13    0.07   32.01   1.09   0.97   47     -0.45    0.13    
  G024.1904+00.1509   278.71367   -7.70404    2.09E-5   2.09E-5   24.19044  0.15088    2.11E-5   2.06E-5   EgC                  0.65    0.08     0.64     0.08    0.07   9.61    0.99   0.69   24     0.13     0.24    
  G024.1924-00.5552   279.34755   -8.02693    1.05E-5   1.05E-5   24.19244  -0.55519   1.05E-5   1.04E-5   EgC                  1.27    0.09     1.31     0.09    0.06   19.64   1.04   0.83   35     -1.46    0.19    
  G024.1949+00.1146   278.74826   -7.71682    6.34E-6   6.34E-6   24.19488  0.11457    6.3E-6    6.31E-6   EgC                  2.75    0.17     7.34     0.38    0.08   34.96   2.67   1.61   131    -0.92    0.12    
